,locid,lat_mean,long_mean,visits,locid_check,osm_place_id,display_name,city,country,country_code
14,63842,57.709535216501955,11.973638534499727,2081,63842.0,110056084,"Spår 12, Centralslingan, Gullbergsvass, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, Götaland, 411 04, Sverige",Göteborg,Sverige,se
15,46077,55.60923258810254,13.001192808199628,1980,46077.0,122413086,"8, Centralplan, Inre Hamnen, Norr, Malmö, Malmö kommun, Skåne län, Götaland, 211 26, Sverige",Malmö,Sverige,se
16,420315,30.26910295319979,-97.7493953705026,1875,420315.0,118418002,"ABC Bank, Rio Grande Street, West Sixth, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
17,23524,33.43573900689952,-112.00115203860275,1854,23524.0,94869142,"Terminal 4 Garage, Arrivals, Washington Trailer Park, Central City, Phoenix, Maricopa County, Arizona, 85040, United States of America",Phoenix,United States of America,us
18,23523,29.987798572299685,-95.33935546879957,1764,23523.0,130598977,"Terminal C, John F Kennedy Boulevard, Houston, Harris County, Texas, 77205, United States of America",Houston,United States of America,us
19,12505,40.774578106900776,-73.87200593949844,1680,12505.0,134731719,"LaGuardia Airport, Ditmars Boulevard, North Beach, Queens, New York, Queens County, New York, 11371, United States of America",New York,United States of America,us
20,9247,30.265294493000866,-97.73854851719862,1666,9247.0,163367940,"Hilton Austin, Red River Street, Dirty Sixth, Austin, Travis County, Texas, 78751, United States of America",Austin,United States of America,us
21,23261,40.64388453630079,-73.78280639649913,1654,23261.0,155441478,"Terminal 4, Terminal 5 departures, Bayswater, Queens, New York, Queens County, New York, 11422:11434, United States of America",New York,United States of America,us
22,14128,42.366642052700534,-71.01695063490139,1583,14128.0,92655816,"Terminal C, Logan Airport Terminal C, Jeffries Point, East Boston, Boston, Suffolk County, Massachusetts, 02210, United States of America",Boston,United States of America,us
23,316637,30.255730992699714,-97.76338577270258,1580,316637.0,92337365,"South Lamar Alamo, 1120, South Lamar Boulevard, Zilker, Austin, Travis County, Texas, 78704, United States of America",Austin,United States of America,us
24,66106,59.65133023039908,17.930202484100604,1439,66106.0,230161299,"Terminal 5 (International), Arlandaleden, Benstocken, Sigtuna kommun, Stockholms län, Svealand, 19045, Sverige",Austin,Sverige,se
25,63743,57.6680729741989,12.295138835899797,1377,63743.0,157934654,"Fashion, Flygplatsvägen, Rågdal, Härryda, Härryda kommun, Västra Götalands län, Götaland, 438 80, Sverige",Härryda,Sverige,se
26,12802,38.95233386960114,-77.4479484557995,1325,12802.0,235515992,"Washington Dulles International Airport, Stonecliff Terrace, Eastgate, Conklin, Eastgate, Loudoun County, Virginia, 20152, United States of America",Eastgate,United States of America,us
27,18643,35.220126177899495,-80.943950414701,1270,18643.0,236021759,"Charlotte-Douglas International Airport, 5501, Josh Birmingham Parkway, Berryhill, Mecklenburg County, North Carolina, 28208, United States of America",Eastgate,United States of America,us
28,153505,30.28112041010094,-97.74521112440198,1257,153505.0,175560202,"1709, Rio Grande Street, The Drag, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
29,17165,45.58890606390037,-122.59317398070054,1240,17165.0,236362638,"Portland International Airport, Northeast Airport Way, Portland, Multnomah County, Oregon, 97218, United States of America",Portland,United States of America,us
30,64718,59.355279199998655,17.945287216699786,1215,64718.0,93036348,"Bromma flygplats, Flygplatsinfarten, Strömbrytaren, Mariehäll, Bromma stadsdelsområde, Stockholms kommun, Stockholms län, Svealand, 168 74, Sverige",Portland,Sverige,se
31,23275,41.787441016900544,-87.74488449099934,1201,23275.0,85877889,"Midway Airport Terminal, 5600-5800, South Cicero Avenue, Clearing, Chicago, Cook County, Illinois, 60638, United States of America",Chicago,United States of America,us
32,758476,28.431109598899834,-81.30758285519926,1200,758476.0,174469597,"Terminal Top Parking, Express Pick-Up, Orlando, Orange County, Florida, 32827, United States of America",Orlando,United States of America,us
33,9227,30.2685191841998,-97.73617744450141,1200,9227.0,164894726,"Stubb's BBQ, 801, Red River Street, Dirty Sixth, Austin, Travis County, Texas, 78751, United States of America",Austin,United States of America,us
34,14710,37.78582598589919,-122.40651905539816,1176,14710.0,277236108,"Union Square/Market Street Station, Geary Street, Union Square, San Francisco, San Francisco City and County, California, 94104, United States of America",San Francisco,United States of America,us
35,15684,38.85053710910081,-77.04102516169957,1175,15684.0,236450339,"Ronald Reagan Washington National Airport, 2401, George Washington Memorial Parkway, Jefferson Houston, National Landing, Arlington, Alexandria, Virginia, 22202, United States of America",Alexandria,United States of America,us
36,52957,55.62959499919957,12.649083137499867,1144,52957.0,163894928,"Terminal 3, Ellehammersvej, Kastrup, Tårnby Kommune, Region Hovedstaden, 2770, Danmark",Alexandria,Danmark,dk
37,21714,30.26790958330027,-97.74931241669816,1116,21714.0,109871306,"400, Nueces Street, West Sixth, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
38,16399,39.877270925899374,-75.24167060850044,1093,16399.0,273015049,"PHL Airport Terminals C & D, PA 291, Eastwick, Philadelphia, Philadelphia County, Pennsylvania, 7500, United States of America",Philadelphia,United States of America,us
39,11844,40.75687996739977,-73.98622512820154,1089,11844.0,226594849,"Times Square, West 45th Street, Times Square, Manhattan, Manhattan Community Board 5, New York County, New York, 10036, United States of America",Manhattan Community Board 5,United States of America,us
40,24963,40.691246867500006,-74.17951583859956,1089,24963.0,118390321,"Newark Liberty International Airport, Basilone Road, Crane Square, Elizabeth, Union County, New Jersey, 07114, United States of America",Elizabeth,United States of America,us
41,58920,59.320201446200336,18.071168661099673,1088,58920.0,12686709,"8, Södermalmstorg, Stadsgården, Södermalm, Södermalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, 104 65, Sverige",Stockholm,Sverige,se
42,9225,30.2662396720996,-97.74590849879772,1061,9225.0,119224229,"Bob's Steak & Chop House, 301, Lavaca Street, Warehouse District, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
43,74512,59.85858234800101,17.647175788899943,1057,74512.0,136981381,"6, Stationsgatan, Vaksalastaden, Kvarngärdet, Uppsala, Uppsala kommun, Uppsala län, Svealand, 75340, Sverige",Uppsala,Sverige,se
44,70584,59.29910798479979,18.08076024059995,1056,70584.0,188041563,"Vinjetten, Johanneshov, Enskede-Årsta-Vantörs stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, 121 40, Sverige",Stockholm,Sverige,se
45,10677,37.77835554760029,-122.38940119740154,1055,10677.0,235824439,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States of America",San Francisco,United States of America,us
46,33472,37.36645657569956,-121.92633390429835,1037,33472.0,106464917,"Terminal B, Airport Boulevard, Wayne, San Jose, Santa Clara County, California, 95053, United States of America",San Jose,United States of America,us
47,17831,30.26702731439964,-97.74450302119777,1028,17831.0,164731765,"409, Colorado Street, Downtown, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
48,24956,44.88123514210018,-93.21410179139764,1023,24956.0,199221185,"Concourse G, Glumack Drive, Nokomis, Hennepin County, Minnesota, 55111, United States of America",Austin,United States of America,us
49,24767,39.179844612199894,-76.67096614839986,1021,24767.0,99742598,"Main Terminal, Express Exit, Homeland Park, Anne Arundel County, Maryland, 21090, United States of America",Austin,United States of America,us
50,9326,30.270085159900177,-97.7360540627997,1016,9326.0,174495002,"912, Red River Street, Dirty Sixth, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
51,13022,40.75279198610001,-73.97725582119924,1005,13022.0,289655730,"Grand Central Terminal, Vanderbilt Avenue, Midtown East, Manhattan, Manhattan Community Board 5, New York County, New York, 10017, United States of America",Manhattan Community Board 5,United States of America,us
52,74453,59.33093481090128,18.059248924300277,994,74453.0,51528015,"Scandic Continental, Vasagatan, Uggleborg, Norrmalm, Norrmalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, 11181, Sverige",Stockholm,Sverige,se
53,9223,30.266890635699582,-97.745685875401,994,9223.0,16039584,"Halcyon, West 4th Street, Warehouse District, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
54,58876,55.705414054399164,13.18675875659984,981,58876.0,120079263,"Rydes undergång, Jutahusen, Västra innerstaden, Centrum, Lund, Lunds kommun, Skåne län, Götaland, 222 29, Sverige",Lund,Sverige,se
55,26106,32.84458457299931,-96.84984683990076,980,26106.0,234562161,"Oldham, Dallas, Dallas County, Texas, 75235, United States of America",Dallas,United States of America,us
56,69788,59.32319574459884,18.06703805919992,980,69788.0,51759415,"Gamla stan, Centralbron, Riddarholmen, Södermalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, 114 27, Sverige",Stockholm,Sverige,se
57,124132,57.7843279666996,14.234335533299731,978,124132.0,285717778,"Österängsvägen, Österängen, Jönköping, Jönköpings kommun, Jönköpings län, Götaland, 55454, Sverige",Jönköping,Sverige,se
58,14045,32.73187699769938,-117.20197677609794,969,14045.0,163769798,"Terminal 2 West, Airport Terminal Road, Loma Portal, Old Town, San Diego, San Diego County, California, 92140, United States of America",San Diego,United States of America,us
59,69644,59.64779564300092,17.927005290999762,957,69644.0,89841093,"Terminal 4 (Domestic), Carl Flormans Gata, Benstocken, Sigtuna kommun, Stockholms län, Svealand, 19045, Sverige",San Diego,Sverige,se
60,631060,25.79479091900041,-80.27933120729963,937,631060.0,236134768,"Concourse E, Miad Circle, Fronton Trailer Park, Miami-Dade County, Florida, 33266, United States of America",San Diego,United States of America,us
61,9724,33.81206503189974,-117.91900634769992,937,9724.0,150453473,"Popcorn Hub, Hub, Neff, Anaheim, Orange County, California, United States of America",Anaheim,United States of America,us
62,9362,32.75156781959965,-97.08300590519923,935,9362.0,115973295,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States of America",Arlington,United States of America,us
63,10377,37.819662083300095,-122.47850416670161,930,10377.0,173438293,"Golden Gate Bridge, Moore Road, Belvedere Island, Marin County, California, 94965, United States of America",Arlington,United States of America,us
64,34041,40.786228027799304,-111.98222637179866,906,34041.0,96418025,"Salt Lake City International Airport, 510 North, Salt Lake City, Salt Lake County, Utah, 84134, United States of America",Salt Lake City,United States of America,us
65,8977,39.29744311290007,-94.71605300899985,904,8977.0,228997779,"Airport Police, 1, North International Square, Hampton, Kansas City, Platte County, Missouri, 64153, United States of America",Kansas City,United States of America,us
66,22833,51.471199023100624,-0.4536151885999974,904,22833.0,124997993,"Heathrow Central Bus station, Constellation Way, Harmondsworth, London Borough of Hillingdon, London, Greater London, England, TW6 1BP, United Kingdom",London Borough of Hillingdon,United Kingdom,gb
67,9430,30.307364679199967,-97.73993253709874,901,9430.0,158949714,"Central Market, 4001, North Lamar Boulevard, The Triangle, Austin, Travis County, Texas, 78756, United States of America",Austin,United States of America,us
68,84628,59.27128646079877,17.916855812100035,901,84628.0,87525202,"IKEA Kungens Kurva, 1, Modulvägen, Smista, Kungens kurva, Huddinge kommun, Stockholms län, Svealand, 141 08, Sverige",Austin,Sverige,se
69,9220,30.267258866700185,-97.73963211670207,898,9220.0,163328465,"320, East 6th Street, Dirty Sixth, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
70,9222,30.267806050000196,-97.7415418500012,885,9222.0,160536153,"The Driskill, 604, Brazos Street, Downtown, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
71,107632,57.696791918000535,11.991051435499827,878,107632.0,235402132,"Heden, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, Götaland, Sverige",Göteborg,Sverige,se
72,23526,42.215296518600105,-83.35533142089884,876,23526.0,3192520,"A76, John D. Dingell Drive, Romulus, Wayne County, Michigan, 48174, United States of America",Romulus,United States of America,us
73,9066,32.794417756900444,-96.80000066760084,861,9066.0,192713440,"2517, Routh Street, Uptown PID, Dallas, Dallas County, Texas, 75201, United States of America",Dallas,United States of America,us
74,43638,30.255337127000306,-97.76266694070219,841,43638.0,195577047,"Lamar Union, 1100, South Lamar Boulevard, Zilker, Austin, Travis County, Texas, 78704, United States of America",Austin,United States of America,us
75,12535,40.763860650499524,-73.9729321003014,838,12535.0,124069045,"Apple Store, 767, 5th Avenue, Midtown, Manhattan, Manhattan Community Board 5, New York County, New York, 10153, United States of America",Manhattan Community Board 5,United States of America,us
76,45241,50.9434487518005,6.9581651688000905,837,45241.0,236299460,"Köln Hauptbahnhof, Dompropst-Ketzer-Straße, Ursulaviertel, Altstadt-Nord, Innenstadt, Köln, Nordrhein-Westfalen, 50667, Deutschland",Köln,Deutschland,de
77,60049,55.53965656540044,13.36649894709991,803,60049.0,96972417,"Apron S, Fraktvägen, Brånebjär, Svedala kommun, Skåne län, Götaland, 23391, Sverige",Köln,Sverige,se
78,211530,60.28899519999921,5.22699654000005,801,211530.0,236185585,"Bergen Airport Flesland, 555, Lilandsvegen, Espeland, Ytrebygda, Blomsterdalen, Bergen, Vestland, 5869, Norge",Blomsterdalen,Norge,no
79,25071,30.315394966800238,-97.73402631279926,784,25071.0,171226389,"The Triangle Lofts, 4616, Triangle Avenue, The Triangle, Austin, Travis County, Texas, 78751, United States of America",Austin,United States of America,us
80,9313,30.2686964001997,-97.7456147969001,782,9313.0,49045113,"305, West 6th Street, Downtown, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
81,11591,30.401581814700492,-97.7265161276008,757,11591.0,112159932,"The Domain, 11410, Century Oaks Terrace, Rock Rose, Austin, Travis County, Texas, 78758, United States of America",Austin,United States of America,us
82,22899,51.50259867449988,-0.11323213580000006,756,22899.0,133720514,"Platforms 11 & 12, Station Approach, Lambeth, London Borough of Lambeth, London, Greater London, England, SE1 8SJ, United Kingdom",London Borough of Lambeth,United Kingdom,gb
83,50402,59.403303226700785,17.944235801700277,754,50402.0,119844413,"Kista Galleria, 55F, Hanstavägen, Lidarände, Kista, Rinkeby-Kista stadsdelsområde, Stockholms kommun, Stockholms län, Svealand, 16453, Sverige",London Borough of Lambeth,Sverige,se
84,23373,52.309469129899924,4.762219190599931,754,23373.0,128758250,"Spoor 3, Havenmeesterweg, Schiphol, Haarlemmermeer, Noord-Holland, Nederland, 1118AP, Nederland",Haarlemmermeer,Nederland,nl
85,623366,40.75035370660037,-73.99293065069863,754,623366.0,190939217,"Madison Square Garden, West 31st Street, Chelsea, Manhattan, Manhattan Community Board 5, New York County, New York, 10001, United States of America",Manhattan Community Board 5,United States of America,us
86,23519,13.6898969614,100.74831962589933,754,23519.0,10973256,"D6, Sky Lane, หมู่บ้านพฤกษาไพร์ม, สมุทรปราการ, จังหวัดสมุทรปราการ, ประเทศไทย",สมุทรปราการ,ประเทศไทย,th
87,28227,50.10658406260024,8.66239786149988,753,28227.0,236114534,"Frankfurt (Main) Hauptbahnhof, Mannheimer Straße, Gallus, Innenstadt 1, Frankfurt am Main, Hessen, 60329, Deutschland",Frankfurt am Main,Deutschland,de
88,17159,37.71417706939979,-122.21084117889897,753,17159.0,107051616,"Daily Parking Lot, Airport Drive, Oakland, Alameda County, California, 94614, United States of America",Oakland,United States of America,us
89,76469,59.33309639929953,18.06904435159972,752,76469.0,4369855,"20, Hamngatan, Hästen, Norrmalm, Norrmalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, 111 47, Sverige",Stockholm,Sverige,se
90,30432,47.37817788120034,8.539423942599859,749,30432.0,236218674,"City, Altstadt, Zürich, Bezirk Zürich, Zürich, Switzerland",Zürich,Switzerland,ch
91,9221,30.267513796199715,-97.74126559500135,737,9221.0,163719716,"201, East 6th Street, Dirty Sixth, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
92,31707,27.98093873819997,-82.5346934795011,735,31707.0,102876123,"Tampa International Airport, George J. Bean Parkway, Drew Park, Tampa, Hillsborough County, Florida, 33607, United States of America",Tampa,United States of America,us
93,155746,13.746659419199933,100.53491234779996,732,155746.0,279934892,"Siam Paragon, ถนนพระรามที่ 1, สยาม, แขวงปทุมวัน, เขตปทุมวัน, 10330, ประเทศไทย",แขวงปทุมวัน,ประเทศไทย,th
94,259919,29.654045766800266,-95.27669906619934,731,259919.0,21564636,"20, West Monroe Road, East Haven, Houston, Harris County, Texas, 77061, United States of America",Houston,United States of America,us
95,25567,35.39665911519952,-97.59616613390054,728,25567.0,116237832,"Garage A, Terminal Drive, Oklahoma City, Oklahoma County, Oklahoma, 73159, United States of America",Oklahoma City,United States of America,us
96,9306,38.897746470000115,-77.00626373290086,721,9306.0,102834498,"Washington Union Station, Union Station Drive Northeast, NoMa, Washington, District of Columbia, 20549, United States of America",Washington,United States of America,us
97,12840,26.071162418700073,-80.14208793640088,720,12840.0,105384710,"Hibiscus Garage, Terminal Drive, Port Laudania, Broward County, Florida, 33004, United States of America",Washington,United States of America,us
98,53626,35.65871716760011,139.7014510631998,719,53626.0,50341245,"Di Punto, 1-24-16, 渋谷駅, 渋谷, 渋谷1, 東京都, 渋谷区, 150-0002, 日本 (Japan)",東京都,日本 (Japan),jp
99,9249,30.267254339499697,-97.73944437500096,706,9249.0,163364668,"505, Trinity Street, Dirty Sixth, Austin, Travis County, Texas, 78712, United States of America",Austin,United States of America,us
100,69960,59.33216611229958,18.07385087009982,705,69960.0,3431424,"Berns, Berzelii Park, Katthavet, Norrmalm, Norrmalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, 111 47, Sverige",Stockholm,Sverige,se
101,12824,30.28502090289977,-97.73350596430033,703,12824.0,235513418,"University of Texas at Austin, 1, San Jacinto Boulevard, Austin, Travis County, Texas, 78712, United States of America",Austin,United States of America,us
102,26919,30.407691324800137,-97.71337866780092,701,26919.0,13624059,"Styles Hair Studios, North MoPac Expressway, The Centrum, Austin, Travis County, Texas, 78759-3504, United States of America",Austin,United States of America,us
103,26880,35.87559371079989,-78.79160642620086,695,26880.0,161911627,"Brier Creek, Wake County, North Carolina, 275609194, United States of America",Austin,United States of America,us
104,22370,33.67911304060053,-117.86127448080042,692,22370.0,90412744,"John Wayne Airport Terminal, Michelson Drive, Irvine Business Complex, Irvine, Orange County, California, 92714, United States of America",Irvine,United States of America,us
105,16597,36.13141065280041,-86.66929721830054,684,16597.0,117254981,"Nashville International Airport Terminal, Airport Service Road, Donelson, Nashville-Davidson, Davidson County, Tennessee, 37229, United States of America",Nashville-Davidson,United States of America,us
106,10720,32.86863908030012,-96.77367210389819,683,10720.0,235872095,"NorthPark Center, 8687, North Central Expressway, The Village, Gifford, Dallas, Dallas County, Texas, 75225, United States of America",Dallas,United States of America,us
107,11368,30.249364076499916,-97.74947047229966,683,11368.0,161229618,"1413, South Congress Avenue, South River City, Austin, Travis County, Texas, 78704, United States of America",Austin,United States of America,us
108,23253,50.04622668480043,8.573455810499896,683,23253.0,121951590,"253 Fraport Rettungswache, Terminal 1 A to B tunnel, Flughafen, Süd, Frankfurt am Main, Hessen, 60549, Deutschland",Frankfurt am Main,Deutschland,de
109,16947,37.77642209899959,-122.39432573319945,679,16947.0,94952699,"South Beach, San Francisco, San Francisco City and County, California, United States of America",San Francisco,United States of America,us
110,33793,37.78472369860057,-122.39516258239863,673,33793.0,38262654,"FedEx, 2nd Street, South Beach, San Francisco, San Francisco City and County, California, 94105, United States of America",San Francisco,United States of America,us
111,87294,59.332242725099725,18.061920404399785,671,87294.0,91666926,"Åhléns Stockholm City, Klarabergsgatan, Norrmalm, Norrmalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, 111 21, Sverige",Stockholm,Sverige,se
112,9262,30.267666690000326,-97.77093887329875,670,9262.0,161004971,"Zilker Botanical Garden, Stratford Drive, Bluffington, Austin, Travis County, Texas, 78703, United States of America",Austin,United States of America,us
113,59342,48.35391057209949,11.78661346440003,667,59342.0,79230493,"Flughafen München, Munich Airport Centre, 25, Nordallee, Freising, Landkreis Freising, Bayern, 85356, Deutschland",Freising,Deutschland,de
114,69244,59.323277851399475,18.09718608860017,667,69244.0,140791333,"Apotekshuset, Lilla Allmänna Gränd, Bergsklippan, Djurgården, Östermalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, 115 21, Sverige",Stockholm,Sverige,se
115,681993,30.26360797430001,-97.73956775669836,647,681993.0,131146451,"Austin Convention Center, 500, East Cesar Chavez Street, Rainey Street Historic District, Austin, Travis County, Texas, 78702, United States of America",Austin,United States of America,us
116,9073,37.79533889019975,-122.3937249183995,643,9073.0,59981704,"The Ferry Terminal, A Landmark Transformed, 1, Herb Caen Way, Financial District, San Francisco, San Francisco City and County, California, 94111, United States of America",San Francisco,United States of America,us
117,14858,37.783231344899846,-122.40374565120109,632,14858.0,91710753,"Moscone Convention Center West, 4th Street, South of Market, San Francisco, San Francisco City and County, California, 94103-3124, United States of America",San Francisco,United States of America,us
118,14242,30.26230215000024,-97.76149748329927,627,14242.0,49493150,"1600, Barton Springs Road, Bouldin, Austin, Travis County, Texas, 78704, United States of America",Austin,United States of America,us
119,24760,39.99799134569942,-82.88401365280096,624,24760.0,127587289,"John Glenn Columbus International Airport, International Gateway, East Columbus, Columbus, Franklin County, Ohio, 43213, United States of America",Columbus,United States of America,us
120,84045,57.70829719790015,11.969089508100096,623,84045.0,129509817,"KappAhl, Nordstadstorget, Nordstaden, Centrum, Göteborg, Göteborgs Stad, Västra Götalands län, Götaland, Sverige",Göteborg,Sverige,se
121,13069,30.36004506340024,-97.73484706880078,621,13069.0,121759794,"Alamo Drafthouse Cinema Village, 2700, West Anderson Lane, North Shoal Creek, Austin, Travis County, Texas, 78757, United States of America",Austin,United States of America,us
122,36242,37.78422342429987,-122.40323066709973,620,36242.0,89763433,"Metreon, 135, 4th Street, South of Market, San Francisco, San Francisco City and County, California, 94103, United States of America",San Francisco,United States of America,us
123,99630,33.806502365799645,-117.91919946670004,619,99630.0,216192387,"Disney California Adventure, 1620, South Disneyland Drive, Neff, Anaheim, Orange County, California, 92802, United States of America",Anaheim,United States of America,us
124,26910,30.252542952299873,-97.74701356889999,613,26910.0,131402718,"200, Academy Drive, South River City, Austin, Travis County, Texas, 78704, United States of America",Austin,United States of America,us
125,19959,38.74236883090001,-90.36589622499916,612,19959.0,209819014,"Lambert Airport Terminal, Schuermann Heights, Saint Louis County, Missouri, 63145, United States of America",Austin,United States of America,us
126,26646,29.98396995279997,-90.25783538819978,608,26646.0,118737399,"Long Term Parking, Airport Access Road, Rex Trailer Court, Kenner, Jefferson Parish, Louisiana, 70062, United States of America",Kenner,United States of America,us
127,10279,30.40776997560008,-97.71328747270114,598,10279.0,13555733,"Tacodeli, North MoPac Expressway, The Centrum, Austin, Travis County, Texas, 78759-3504, United States of America",Austin,United States of America,us
128,8989,32.79050348219978,-96.810343265499,597,8989.0,91861296,"American Airlines Center, 2500, Victory Avenue, Design District, Dallas, Dallas County, Texas, 75219, United States of America",Dallas,United States of America,us
129,28457,21.33319328809977,-157.92057037350122,592,28457.0,101840446,"Terminal 2 Parking Garage, Rodgers Boulevard, Salt Lake, Honolulu, Honolulu County, Hawaii, 96820, United States of America",Honolulu,United States of America,us
130,47099,59.91071778509985,10.751860141799902,590,47099.0,115260888,"Østbanehallen, Jernbanetorget, Vaterland, Sentrum, Oslo, Norge",Oslo,Norge,no
131,99753,30.26496301669985,-97.73164035000067,588,99753.0,19488006,"Shangri La, East 6th Street, East Sixth, Austin, Travis County, Texas, 78702, United States of America",Austin,United States of America,us
132,14122,43.68606005439964,-79.61963653560072,587,14122.0,120248530,"Malton, Mississauga, Peel Region, Golden Horseshoe, Ontario, L5P 1C4, Canada",Mississauga,Canada,ca
133,9371,30.268037340600106,-97.74932026860031,586,9371.0,109871306,"400, Nueces Street, West Sixth, Austin, Travis County, Texas, 78701, United States of America",Austin,United States of America,us
134,76014,50.89707839100058,4.477014541600044,584,76014.0,173862991,"Brussels Airport, Tervuursesteenweg, Groenveld, Wambeek, Steenokkerzeel, Vlaams-Brabant, Vlaanderen, 1820, België - Belgique - Belgien",Steenokkerzeel,België - Belgique - Belgien,be
135,76698,59.2935257762001,18.08285236359986,582,76698.0,91875262,"Ericsson Globe, Arenatorget, Pelaren, Johanneshov, Enskede-Årsta-Vantörs stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, Sverige",Stockholm,Sverige,se
136,73362,59.334316678300716,18.062703609499962,580,73362.0,43357827,"Hötorgshallen, Hötorget, Konserthuset, Norrmalm, Norrmalms stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, Svealand, 111 35, Sverige",Stockholm,Sverige,se
137,57155,37.78647887139968,-122.4035632610014,579,57155.0,99030427,"Stevenson Street, Union Square, San Francisco, San Francisco City and County, California, 94104, United States of America",San Francisco,United States of America,us
138,31286,59.362748255299216,17.996420860299793,576,31286.0,119450527,"Råsunda centralskola, 4, Parkvägen, Ametisten, Råsunda, Solna kommun, Stockholms län, Svealand, 16951, Sverige",Solna kommun,Sverige,se
